names	names	pc1	pc2	KRT18	KRT19	RAB25	DAB2	YAP1	S100A16	SP6	CDH1	ENPEP	SLC7A2	HAVCR1	PDLIM1	DPPA4	DPPA2	SUSD2	DNMT3L
TE	TE	77.1087547350004	-12.32460233989305	2.922309924351797	2.6261992748832985	-0.37732219253922544	-0.20032540357971634	0.13350732827883394	0.06626547932262164	-0.3428747481277378	-0.7530994228634397	-0.2107229278614313	0.1119457915385154	-5.258550857545077	1.0158720388453666	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.44126434812829335
TE	TE	74.6317535178557	25.553370560613793	2.609080147649852	2.278831470249083	-0.8202563274538044	-0.7430669971715765	-0.47936963534480714	0.7685395130839331	-5.258550857545077	-5.258550857545077	0.2553035950913925	0.15543154918184718	-0.11449040054979374	0.9703518792312759	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.16222620860312947
hPSC	hPSC	-50.654510589515155	-21.491866582029722	0.6708473720618681	0.8769261800478672	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.6133337316455054	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.6484602474272231	-0.03779493187795751	-0.5977050353080986	-1.020743158120035	0.824183879340637
hPSC	hPSC	-43.045779153293665	-0.8187940462835189	0.6315802680321548	0.5672682498439063	-5.258550857545077	-5.258550857545077	-5.258550857545077	-1.2904574652378364	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.7242418428891386	0.115150663858994	-5.258550857545077	-0.3317891648027159	1.0530637352545302
hPSC	hPSC	-46.08111731418378	-6.301592153035441	0.8889121916942095	1.3217221279228073	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.46928307974680844	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.7998307592529764	-0.44107226891903445	-5.258550857545077	-0.983116792189943	0.48740812586432386
hPSC	hPSC	-32.63921687588869	15.900348308544864	0.6449430327661483	1.2032155848995048	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.0861172667361234	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.7793017626045649	-0.6750737298485158	-0.7748946895673152	-0.14321796384515692	0.6386131245523525
hPSC	hPSC	-49.75186268013957	-18.9165079825605	0.7789616535033005	0.5823535287081045	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.9339602476239255	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.571451373532232	-0.05193656168198377	-0.3647541996193781	-0.2597044841938512	0.6874065272241429
hPSC	hPSC	-35.1947393763178	39.383276900588214	0.48345588084624286	0.6323750010147128	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.2582531186389646	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.569026581151761	-0.10768236995805477	-0.3641293963930305	-0.45402309586092715	0.6585846397470954
hPSC	hPSC	-42.18993653282214	-0.9145903231775363	0.02713324230739033	0.9000658677112179	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.8521975884546671	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.5745693628852652	-0.5005575250205772	-0.6362080235065163	0.8189441691019276	1.1013360576458116
hPSC	hPSC	-37.35351993905215	8.991672102824166	0.35217626795087603	0.48375420715054784	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.570976907455484	-0.17346615864194181	-5.258550857545077	-5.258550857545077	0.7298430481537934
hPSC	hPSC	-49.85414324137981	-12.165458176309198	-0.1318904989841926	0.3373823995272286	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.06802675941530566	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.5930829103007607	0.5218105110213328	-0.09762663401009489	-0.1869562530458497	0.8376959515798623
hPSC	hPSC	-39.881447754068574	15.814634477026845	0.3689831385728414	1.214131537939029	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.2911636796448666	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.5517926142266409	-0.5031926941217051	-0.62297868248807	-5.258550857545077	0.6857014462777781
hPSC	hPSC	-37.2220619773036	18.27988454625586	0.5650026854349988	0.6716428183871719	-5.258550857545077	-5.258550857545077	-5.258550857545077	-1.6681237998061749	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	1.090436253285475	-5.258550857545077	-0.7061552610864769	-5.258550857545077	0.5318881306429776
hPSC	hPSC	-46.727629714025504	-21.09152482673351	0.7535563882449994	0.6692847568953385	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.5128933488696948	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.21546364887089037	-0.1817424855959232	-0.21997435007416768	-0.8722570670810305	0.8275553552147389
hPSC	hPSC	-34.97552424021866	33.83987747149002	0.6573044877348284	0.4005804464117007	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.9648501100503832	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.574451657944915	-0.040455431373249764	-0.9501657830501262	-1.2181151684581948	0.7972795512994962
hPSC	hPSC	-36.62499427496145	30.204698447722528	0.20520006166444146	0.9800160379240447	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.6625280854444546	-0.2691500716061823	-1.260130560740469	-0.6220298744995469	0.7857013434460538
hPSC	hPSC	-49.111120169821405	-22.541674865021893	0.5136448530941686	0.5313798302025025	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.49075182556164915	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.7900453246567753	-0.21274779179233416	-0.07921289044556358	-0.5057673633064771	0.967552312649415
hPSC	hPSC	-40.712408128154514	5.733837161552027	0.6795676500142311	0.6182460933720899	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.6200034477375714	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.5369456751084536	0.18248694629645262	-0.5166224198042791	-0.28535563405465353	0.7375482754845475
hPSC	hPSC	-45.363409196341145	4.069854801580254	0.9309997773214584	0.7293895671597251	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.12157740441987337	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.7884589231156625	0.2717811570168283	-1.1391583169774848	-0.4131096159575027	0.9447063581187228
hPSC	hPSC	-50.40300145646773	-26.22485416273382	0.2794332315025644	0.9432349589132575	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.45084374733763705	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.7712381921005947	-0.04216367429973287	-0.6639701805978209	-0.04594755830046782	0.9360177242842009
hPSC	hPSC	-34.17282207448187	16.921188941683432	1.0396158185497866	1.1675385056278782	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.7017303220890164	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.6606309798700147	-0.020267648843809178	-0.7351532925713209	-0.9995297541083575	0.7288728950166422
hPSC	hPSC	-49.81621588312548	-16.193606893203253	0.4448138845022815	0.7503846642022145	-5.258550857545077	-5.258550857545077	-5.258550857545077	-0.6939908896116463	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.43203768414593335	0.04563370556440961	-1.038815596794739	-0.9176947071196305	0.9501042999970649
hPSC	hPSC	-51.13803559143851	-23.31007986378758	0.45553555556880154	1.2196051977635205	-5.258550857545077	-5.258550857545077	-5.258550857545077	-1.224327986984102	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	-5.258550857545077	0.8085016439951838	-0.4284642228361134	-1.04844982060827	-0.8680074893492421	1.0084109251059412
